contact_age|Freq|work|school|community|household|pt_sum|ref_age|ref_id
15|500|0|0|9|1|10|15|388
30|500|0|0|5|2|7|15|388
15|500|0|0|7|1|8|15|389
30|500|0|0|7|2|9|15|389
15|500|0|0|10|1|11|15|390
30|500|0|0|4|2|6|15|390
15|500|0|0|5|1|6|15|391
30|500|0|0|9|2|11|15|391
15|500|0|0|4|1|5|15|392
30|500|0|0|10|2|12|15|392
15|500|0|0|4|1|5|15|393
30|500|0|0|10|2|12|15|393
15|500|0|0|5|1|6|15|394
30|500|0|0|9|2|11|15|394
15|500|0|0|10|1|11|15|395
30|500|0|0|4|2|6|15|395
15|500|0|0|9|1|10|15|396
30|500|0|0|5|2|7|15|396
15|500|0|0|8|1|9|15|397
30|500|0|0|6|2|8|15|397
15|500|0|0|7|1|8|15|398
30|500|0|0|7|2|9|15|398
15|500|0|0|7|1|8|15|399
30|500|0|0|7|2|9|15|399
15|500|0|0|9|1|10|15|400
30|500|0|0|5|2|7|15|400
15|500|0|0|5|1|6|15|401
30|500|0|0|9|2|11|15|401
15|500|0|0|7|1|8|15|402
30|500|0|0|7|2|9|15|402
15|500|0|0|9|1|10|15|403
30|500|0|0|5|2|7|15|403
15|500|0|0|8|1|9|15|404
30|500|0|0|6|2|8|15|404
15|500|0|0|10|1|11|15|405
30|500|0|0|4|2|6|15|405
15|500|0|0|8|1|9|15|406
30|500|0|0|6|2|8|15|406
15|500|0|0|7|1|8|15|407
30|500|0|0|7|2|9|15|407
15|500|0|0|8|1|9|15|408
30|500|0|0|6|2|8|15|408
15|500|0|0|6|1|7|15|409
30|500|0|0|8|2|10|15|409
15|500|0|0|10|1|11|15|410
30|500|0|0|4|2|6|15|410
15|500|0|0|7|1|8|15|411
30|500|0|0|7|2|9|15|411
15|500|0|0|6|1|7|15|412
30|500|0|0|8|2|10|15|412
15|500|0|0|3|1|4|15|413
30|500|0|0|11|2|13|15|413
15|500|0|0|7|1|8|15|414
30|500|0|0|7|2|9|15|414
15|500|0|0|10|1|11|15|415
30|500|0|0|4|2|6|15|415
15|500|0|0|8|1|9|15|416
30|500|0|0|6|2|8|15|416
15|500|0|0|7|1|8|15|417
30|500|0|0|7|2|9|15|417
15|500|0|0|10|1|11|15|418
30|500|0|0|4|2|6|15|418
15|500|0|0|8|1|9|15|419
30|500|0|0|6|2|8|15|419
15|500|0|0|8|1|9|15|420
30|500|0|0|6|2|8|15|420
15|500|0|0|10|1|11|15|421
30|500|0|0|4|2|6|15|421
15|500|0|0|8|1|9|15|422
30|500|0|0|6|2|8|15|422
15|500|0|0|9|1|10|15|423
30|500|0|0|5|2|7|15|423
15|500|0|0|6|1|7|15|424
30|500|0|0|8|2|10|15|424
15|500|0|0|3|1|4|15|425
30|500|0|0|11|2|13|15|425
15|500|0|0|10|1|11|15|426
30|500|0|0|4|2|6|15|426
15|500|0|0|10|1|11|15|427
30|500|0|0|4|2|6|15|427
15|500|0|0|8|1|9|15|428
30|500|0|0|6|2|8|15|428
15|500|0|0|10|1|11|15|429
30|500|0|0|4|2|6|15|429
15|500|0|0|9|1|10|15|430
30|500|0|0|5|2|7|15|430
15|500|0|0|8|1|9|15|431
30|500|0|0|6|2|8|15|431
15|500|0|0|8|1|9|15|432
30|500|0|0|6|2|8|15|432
15|500|0|0|6|1|7|15|433
30|500|0|0|8|2|10|15|433
15|500|0|0|3|1|4|15|434
30|500|0|0|11|2|13|15|434
15|500|0|0|10|1|11|15|435
30|500|0|0|4|2|6|15|435
15|500|0|0|4|1|5|15|436
30|500|0|0|10|2|12|15|436
15|500|0|0|10|1|11|15|437
30|500|0|0|4|2|6|15|437
15|500|0|0|9|1|10|15|438
30|500|0|0|5|2|7|15|438
15|500|0|0|9|1|10|15|439
30|500|0|0|5|2|7|15|439
15|500|0|0|8|1|9|15|440
30|500|0|0|6|2|8|15|440
15|500|0|0|6|1|7|15|441
30|500|0|0|8|2|10|15|441
15|500|0|0|2|1|3|15|442
30|500|0|0|12|2|14|15|442
15|500|0|0|4|1|5|15|443
30|500|0|0|10|2|12|15|443
15|500|0|0|7|1|8|15|444
30|500|0|0|7|2|9|15|444
15|500|0|0|6|1|7|15|445
30|500|0|0|8|2|10|15|445
15|500|0|0|9|1|10|15|446
30|500|0|0|5|2|7|15|446
15|500|0|0|8|1|9|15|447
30|500|0|0|6|2|8|15|447
15|500|0|0|10|1|11|15|448
30|500|0|0|4|2|6|15|448
15|500|0|0|8|1|9|15|449
30|500|0|0|6|2|8|15|449
15|500|0|0|10|1|11|15|450
30|500|0|0|4|2|6|15|450
15|500|0|0|4|1|5|15|451
30|500|0|0|10|2|12|15|451
15|500|0|0|7|1|8|15|452
30|500|0|0|7|2|9|15|452
15|500|0|0|4|1|5|15|453
30|500|0|0|10|2|12|15|453
15|500|0|0|6|1|7|15|454
30|500|0|0|8|2|10|15|454
15|500|0|0|10|1|11|15|455
30|500|0|0|4|2|6|15|455
15|500|0|0|3|1|4|15|456
30|500|0|0|11|2|13|15|456
15|500|0|0|2|1|3|15|457
30|500|0|0|12|2|14|15|457
15|500|0|0|10|1|11|15|458
30|500|0|0|4|2|6|15|458
15|500|0|0|2|1|3|15|459
30|500|0|0|12|2|14|15|459
15|500|0|0|10|1|11|15|460
30|500|0|0|4|2|6|15|460
15|500|0|0|4|1|5|15|461
30|500|0|0|10|2|12|15|461
15|500|0|0|7|1|8|15|462
30|500|0|0|7|2|9|15|462
15|500|0|0|4|1|5|15|463
30|500|0|0|10|2|12|15|463
15|500|0|0|5|1|6|15|464
30|500|0|0|9|2|11|15|464
15|500|0|0|8|1|9|15|465
30|500|0|0|6|2|8|15|465
15|500|0|0|8|1|9|15|466
30|500|0|0|6|2|8|15|466
15|500|0|0|4|1|5|15|467
30|500|0|0|10|2|12|15|467
15|500|0|0|5|1|6|15|468
30|500|0|0|9|2|11|15|468
15|500|0|0|4|1|5|15|469
30|500|0|0|10|2|12|15|469
15|500|0|0|5|1|6|15|470
30|500|0|0|9|2|11|15|470
15|500|0|0|6|1|7|15|471
30|500|0|0|8|2|10|15|471
15|500|0|0|6|1|7|15|472
30|500|0|0|8|2|10|15|472
15|500|0|0|4|1|5|15|473
30|500|0|0|10|2|12|15|473
15|500|0|0|2|1|3|15|474
30|500|0|0|12|2|14|15|474
15|500|0|0|7|1|8|15|475
30|500|0|0|7|2|9|15|475
15|500|0|0|7|1|8|15|476
30|500|0|0|7|2|9|15|476
15|500|0|0|8|1|9|15|477
30|500|0|0|6|2|8|15|477
15|500|0|0|7|1|8|15|478
30|500|0|0|7|2|9|15|478
15|500|0|0|6|1|7|15|479
30|500|0|0|8|2|10|15|479
15|500|0|0|8|1|9|15|480
30|500|0|0|6|2|8|15|480
15|500|0|0|7|1|8|15|481
30|500|0|0|7|2|9|15|481
15|500|0|0|8|1|9|15|482
30|500|0|0|6|2|8|15|482
15|500|0|0|9|1|10|15|483
30|500|0|0|5|2|7|15|483
15|500|0|0|9|1|10|15|484
30|500|0|0|5|2|7|15|484
15|500|0|0|3|1|4|15|485
30|500|0|0|6|2|8|15|485
15|500|0|0|7|1|8|15|486
30|500|0|0|7|2|9|15|486
15|500|0|0|8|1|9|15|487
30|500|0|0|6|2|8|15|487
15|500|0|0|7|1|8|15|488
30|500|0|0|7|2|9|15|488
15|500|0|0|7|1|8|15|489
30|500|0|0|7|2|9|15|489
15|500|0|0|4|1|5|15|490
30|500|0|0|10|2|12|15|490
15|500|0|0|10|1|11|15|491
30|500|0|0|4|2|6|15|491
15|500|0|0|6|1|7|15|492
30|500|0|0|8|2|10|15|492
15|500|0|0|10|1|11|15|493
30|500|0|0|4|2|6|15|493
15|500|0|0|9|1|10|15|494
30|500|0|0|5|2|7|15|494
15|500|0|0|6|1|7|15|495
30|500|0|0|8|2|10|15|495
15|500|0|0|10|1|11|15|496
30|500|0|0|4|2|6|15|496
15|500|0|0|10|1|11|15|497
30|500|0|0|4|2|6|15|497
15|500|0|0|8|1|9|15|498
30|500|0|0|6|2|8|15|498
15|500|0|0|9|1|10|15|499
30|500|0|0|5|2|7|15|499
15|500|0|0|7|1|8|15|500
30|500|0|0|7|2|9|15|500
15|500|0|0|4|2|6|30|501
30|500|0|0|10|1|11|30|501
15|500|0|0|5|2|7|30|502
30|500|0|0|9|1|10|30|502
15|500|0|0|9|2|11|30|503
30|500|0|0|5|1|6|30|503
15|500|0|0|4|2|6|30|504
30|500|0|0|10|1|11|30|504
15|500|0|0|6|2|8|30|505
30|500|0|0|8|1|9|30|505
15|500|0|0|7|2|9|30|506
30|500|0|0|7|1|8|30|506
15|500|0|0|3|2|5|30|507
30|500|0|0|11|1|12|30|507
15|500|0|0|5|2|7|30|508
30|500|0|0|9|1|10|30|508
15|500|0|0|4|2|6|30|509
30|500|0|0|10|1|11|30|509
15|500|0|0|4|2|6|30|510
30|500|0|0|10|1|11|30|510
15|500|0|0|8|2|10|30|511
30|500|0|0|6|1|7|30|511
15|500|0|0|7|2|9|30|512
30|500|0|0|7|1|8|30|512
15|500|0|0|10|2|12|30|513
30|500|0|0|4|1|5|30|513
15|500|0|0|6|2|8|30|514
30|500|0|0|8|1|9|30|514
15|500|0|0|3|2|5|30|515
30|500|0|0|11|1|12|30|515
15|500|0|0|9|2|11|30|516
30|500|0|0|5|1|6|30|516
15|500|0|0|10|2|12|30|517
30|500|0|0|4|1|5|30|517
15|500|0|0|5|2|7|30|518
30|500|0|0|9|1|10|30|518
15|500|0|0|10|2|12|30|519
30|500|0|0|4|1|5|30|519
15|500|0|0|9|2|11|30|520
30|500|0|0|5|1|6|30|520
15|500|0|0|10|2|12|30|521
30|500|0|0|4|1|5|30|521
15|500|0|0|6|2|8|30|522
30|500|0|0|8|1|9|30|522
15|500|0|0|5|2|7|30|523
30|500|0|0|9|1|10|30|523
15|500|0|0|5|2|7|30|524
30|500|0|0|9|1|10|30|524
15|500|0|0|11|2|13|30|525
30|500|0|0|3|1|4|30|525
15|500|0|0|4|2|6|30|526
30|500|0|0|5|1|6|30|526
15|500|0|0|8|2|10|30|527
30|500|0|0|6|1|7|30|527
15|500|0|0|7|2|9|30|528
30|500|0|0|7|1|8|30|528
15|500|0|0|8|2|10|30|529
30|500|0|0|6|1|7|30|529
15|500|0|0|6|2|8|30|530
30|500|0|0|8|1|9|30|530
15|500|0|0|6|2|8|30|531
30|500|0|0|8|1|9|30|531
15|500|0|0|7|2|9|30|532
30|500|0|0|7|1|8|30|532
15|500|0|0|5|2|7|30|533
30|500|0|0|9|1|10|30|533
15|500|0|0|10|2|12|30|534
30|500|0|0|4|1|5|30|534
15|500|0|0|7|2|9|30|535
30|500|0|0|7|1|8|30|535
15|500|0|0|3|2|5|30|536
30|500|0|0|11|1|12|30|536
15|500|0|0|8|2|10|30|537
30|500|0|0|6|1|7|30|537
15|500|0|0|4|2|6|30|538
30|500|0|0|10|1|11|30|538
15|500|0|0|3|2|5|30|539
30|500|0|0|11|1|12|30|539
15|500|0|0|9|2|11|30|540
30|500|0|0|5|1|6|30|540
15|500|0|0|8|2|10|30|541
30|500|0|0|6|1|7|30|541
15|500|0|0|8|2|10|30|542
30|500|0|0|6|1|7|30|542
15|500|0|0|5|2|7|30|543
30|500|0|0|9|1|10|30|543
15|500|0|0|6|2|8|30|544
30|500|0|0|8|1|9|30|544
15|500|0|0|9|2|11|30|545
30|500|0|0|5|1|6|30|545
15|500|0|0|9|2|11|30|546
30|500|0|0|5|1|6|30|546
15|500|0|0|5|2|7|30|547
30|500|0|0|9|1|10|30|547
15|500|0|0|10|2|12|30|548
30|500|0|0|4|1|5|30|548
15|500|0|0|3|2|5|30|549
30|500|0|0|11|1|12|30|549
15|500|0|0|7|2|9|30|550
30|500|0|0|7|1|8|30|550
15|500|0|0|9|2|11|30|551
30|500|0|0|5|1|6|30|551
15|500|0|0|6|2|8|30|552
30|500|0|0|8|1|9|30|552
15|500|0|0|7|2|9|30|553
30|500|0|0|7|1|8|30|553
15|500|0|0|7|2|9|30|554
30|500|0|0|7|1|8|30|554
15|500|0|0|10|2|12|30|555
30|500|0|0|4|1|5|30|555
15|500|0|0|7|2|9|30|556
30|500|0|0|7|1|8|30|556
15|500|0|0|3|2|5|30|557
30|500|0|0|11|1|12|30|557
15|500|0|0|4|2|6|30|558
30|500|0|0|10|1|11|30|558
15|500|0|0|5|2|7|30|559
30|500|0|0|9|1|10|30|559
15|500|0|0|7|2|9|30|560
30|500|0|0|7|1|8|30|560
15|500|0|0|3|2|5|30|561
30|500|0|0|11|1|12|30|561
15|500|0|0|9|2|11|30|562
30|500|0|0|5|1|6|30|562
15|500|0|0|9|2|11|30|563
30|500|0|0|5|1|6|30|563
15|500|0|0|7|2|9|30|564
30|500|0|0|7|1|8|30|564
15|500|0|0|8|2|10|30|565
30|500|0|0|6|1|7|30|565
15|500|0|0|7|2|9|30|566
30|500|0|0|7|1|8|30|566
15|500|0|0|4|2|6|30|567
30|500|0|0|10|1|11|30|567
15|500|0|0|3|2|5|30|568
30|500|0|0|11|1|12|30|568
15|500|0|0|8|2|10|30|569
30|500|0|0|6|1|7|30|569
15|500|0|0|5|2|7|30|570
30|500|0|0|9|1|10|30|570
15|500|0|0|10|2|12|30|571
30|500|0|0|4|1|5|30|571
15|500|0|0|5|2|7|30|572
30|500|0|0|9|1|10|30|572
15|500|0|0|6|2|8|30|573
30|500|0|0|8|1|9|30|573
15|500|0|0|8|2|10|30|574
30|500|0|0|6|1|7|30|574
15|500|0|0|5|2|7|30|575
30|500|0|0|9|1|10|30|575
15|500|0|0|5|2|7|30|576
30|500|0|0|9|1|10|30|576
15|500|0|0|6|2|8|30|577
30|500|0|0|8|1|9|30|577
15|500|0|0|10|2|12|30|578
30|500|0|0|4|1|5|30|578
15|500|0|0|10|2|12|30|579
30|500|0|0|4|1|5|30|579
15|500|0|0|6|2|8|30|580
30|500|0|0|8|1|9|30|580
15|500|0|0|7|2|9|30|581
30|500|0|0|7|1|8|30|581
15|500|0|0|9|2|11|30|582
30|500|0|0|5|1|6|30|582
15|500|0|0|7|2|9|30|583
30|500|0|0|7|1|8|30|583
15|500|0|0|8|2|10|30|584
30|500|0|0|6|1|7|30|584
15|500|0|0|8|2|10|30|585
30|500|0|0|6|1|7|30|585
15|500|0|0|7|2|9|30|586
30|500|0|0|7|1|8|30|586
15|500|0|0|6|2|8|30|587
30|500|0|0|8|1|9|30|587
15|500|0|0|7|2|9|30|588
30|500|0|0|7|1|8|30|588
15|500|0|0|9|2|11|30|589
30|500|0|0|5|1|6|30|589
15|500|0|0|7|2|9|30|590
30|500|0|0|7|1|8|30|590
15|500|0|0|8|2|10|30|591
30|500|0|0|6|1|7|30|591
15|500|0|0|7|2|9|30|592
30|500|0|0|7|1|8|30|592
15|500|0|0|5|2|7|30|593
30|500|0|0|9|1|10|30|593
15|500|0|0|8|2|10|30|594
30|500|0|0|6|1|7|30|594
15|500|0|0|10|2|12|30|595
30|500|0|0|4|1|5|30|595
15|500|0|0|11|2|13|30|596
30|500|0|0|3|1|4|30|596
15|500|0|0|5|2|7|30|597
30|500|0|0|9|1|10|30|597
15|500|0|0|3|2|5|30|598
30|500|0|0|11|1|12|30|598
15|500|0|0|8|2|10|30|599
30|500|0|0|6|1|7|30|599
15|500|0|0|8|2|10|30|600
30|500|0|0|6|1|7|30|600
15|500|0|0|8|2|10|30|601
30|500|0|0|6|1|7|30|601
15|500|0|0|11|2|13|30|602
30|500|0|0|3|1|4|30|602
15|500|0|0|7|2|9|30|603
30|500|0|0|7|1|8|30|603
15|500|0|0|9|2|11|30|604
30|500|0|0|5|1|6|30|604
15|500|0|0|8|2|10|30|605
30|500|0|0|6|1|7|30|605
15|500|0|0|7|2|9|30|606
30|500|0|0|7|1|8|30|606
15|500|0|0|5|2|7|30|607
30|500|0|0|9|1|10|30|607
15|500|0|0|8|2|10|30|608
30|500|0|0|6|1|7|30|608
15|500|0|0|4|2|6|30|609
30|500|0|0|10|1|11|30|609
15|500|0|0|4|2|6|30|610
30|500|0|0|10|1|11|30|610
15|500|0|0|7|2|9|30|611
30|500|0|0|7|1|8|30|611
15|500|0|0|11|2|13|30|612
30|500|0|0|3|1|4|30|612
15|500|0|0|8|2|10|30|613
30|500|0|0|6|1|7|30|613
15|500|0|0|10|2|12|30|614
30|500|0|0|4|1|5|30|614
15|500|0|0|7|2|9|30|615
30|500|0|0|7|1|8|30|615
15|500|0|0|8|2|10|30|616
30|500|0|0|6|1|7|30|616
15|500|0|0|3|2|5|30|617
30|500|0|0|11|1|12|30|617
15|500|0|0|3|2|5|30|618
30|500|0|0|11|1|12|30|618
15|500|0|0|7|2|9|30|619
30|500|0|0|7|1|8|30|619
15|500|0|0|5|2|7|30|620
30|500|0|0|9|1|10|30|620
15|500|0|0|9|2|11|30|621
30|500|0|0|5|1|6|30|621
15|500|0|0|10|2|12|30|622
30|500|0|0|4|1|5|30|622
15|500|0|0|7|2|9|30|623
30|500|0|0|7|1|8|30|623
15|500|0|0|11|2|13|30|624
30|500|0|0|3|1|4|30|624
15|500|0|0|4|2|6|30|625
30|500|0|0|10|1|11|30|625
15|500|0|0|4|2|6|30|626
30|500|0|0|10|1|11|30|626
15|500|0|0|4|2|6|30|627
30|500|0|0|5|1|6|30|627
15|500|0|0|5|2|7|30|628
30|500|0|0|9|1|10|30|628
15|500|0|0|11|2|13|30|629
30|500|0|0|3|1|4|30|629
15|500|0|0|4|2|6|30|630
30|500|0|0|10|1|11|30|630
15|500|0|0|11|2|13|30|631
30|500|0|0|3|1|4|30|631
15|500|0|0|9|2|11|30|632
30|500|0|0|5|1|6|30|632
15|500|0|0|4|2|6|30|633
30|500|0|0|10|1|11|30|633
15|500|0|0|4|2|6|30|634
30|500|0|0|10|1|11|30|634
15|500|0|0|8|2|10|30|635
30|500|0|0|6|1|7|30|635
15|500|0|0|4|2|6|30|636
30|500|0|0|10|1|11|30|636
15|500|0|0|5|2|7|30|637
30|500|0|0|9|1|10|30|637
15|500|0|0|4|2|6|30|638
30|500|0|0|10|1|11|30|638
15|500|0|0|8|2|10|30|639
30|500|0|0|6|1|7|30|639
15|500|0|0|3|2|5|30|640
30|500|0|0|11|1|12|30|640
15|500|0|0|4|2|6|30|641
30|500|0|0|10|1|11|30|641
15|500|0|0|7|2|9|30|642
30|500|0|0|7|1|8|30|642
15|500|0|0|5|2|7|30|643
30|500|0|0|9|1|10|30|643
15|500|0|0|9|2|11|30|644
30|500|0|0|5|1|6|30|644
15|500|0|0|7|2|9|30|645
30|500|0|0|7|1|8|30|645
15|500|0|0|5|2|7|30|646
30|500|0|0|9|1|10|30|646
15|500|0|0|6|2|8|30|647
30|500|0|0|8|1|9|30|647
15|500|0|0|6|2|8|30|648
30|500|0|0|8|1|9|30|648
15|500|0|0|7|2|9|30|649
30|500|0|0|7|1|8|30|649
15|500|0|0|7|2|9|30|650
30|500|0|0|7|1|8|30|650
15|500|0|0|5|2|7|30|651
30|500|0|0|9|1|10|30|651
15|500|0|0|7|2|9|30|652
30|500|0|0|7|1|8|30|652
15|500|0|0|6|2|8|30|653
30|500|0|0|8|1|9|30|653
15|500|0|0|8|2|10|30|654
30|500|0|0|6|1|7|30|654
15|500|0|0|9|2|11|30|655
30|500|0|0|5|1|6|30|655
15|500|0|0|8|2|10|30|656
30|500|0|0|6|1|7|30|656
15|500|0|0|10|2|12|30|657
30|500|0|0|4|1|5|30|657
15|500|0|0|8|2|10|30|658
30|500|0|0|6|1|7|30|658
15|500|0|0|7|2|9|30|659
30|500|0|0|7|1|8|30|659
15|500|0|0|11|2|13|30|660
30|500|0|0|3|1|4|30|660
15|500|0|0|5|2|7|30|661
30|500|0|0|9|1|10|30|661
15|500|0|0|8|2|10|30|662
30|500|0|0|6|1|7|30|662
15|500|0|0|10|2|12|30|663
30|500|0|0|4|1|5|30|663
15|500|0|0|9|2|11|30|664
30|500|0|0|5|1|6|30|664
15|500|0|0|8|2|10|30|665
30|500|0|0|6|1|7|30|665
15|500|0|0|8|2|10|30|666
30|500|0|0|6|1|7|30|666
15|500|0|0|8|2|10|30|667
30|500|0|0|6|1|7|30|667
15|500|0|0|11|2|13|30|668
30|500|0|0|3|1|4|30|668
15|500|0|0|5|2|7|30|669
30|500|0|0|9|1|10|30|669
15|500|0|0|10|2|12|30|670
30|500|0|0|4|1|5|30|670
15|500|0|0|8|2|10|30|671
30|500|0|0|6|1|7|30|671
15|500|0|0|5|2|7|30|672
30|500|0|0|9|1|10|30|672
15|500|0|0|6|2|8|30|673
30|500|0|0|8|1|9|30|673
15|500|0|0|4|2|6|30|674
30|500|0|0|10|1|11|30|674
15|500|0|0|7|2|9|30|675
30|500|0|0|7|1|8|30|675
15|500|0|0|7|2|9|30|676
30|500|0|0|7|1|8|30|676
15|500|0|0|5|2|7|30|677
30|500|0|0|9|1|10|30|677
15|500|0|0|11|2|13|30|678
30|500|0|0|3|1|4|30|678
15|500|0|0|9|2|11|30|679
30|500|0|0|5|1|6|30|679
15|500|0|0|11|2|13|30|680
30|500|0|0|3|1|4|30|680
15|500|0|0|5|2|7|30|681
30|500|0|0|9|1|10|30|681
15|500|0|0|6|2|8|30|682
30|500|0|0|8|1|9|30|682
15|500|0|0|9|2|11|30|683
30|500|0|0|5|1|6|30|683
15|500|0|0|7|2|9|30|684
30|500|0|0|7|1|8|30|684
15|500|0|0|11|2|13|30|685
30|500|0|0|3|1|4|30|685
15|500|0|0|7|2|9|30|686
30|500|0|0|7|1|8|30|686
15|500|0|0|8|2|10|30|687
30|500|0|0|6|1|7|30|687
15|500|0|0|3|2|5|30|688
30|500|0|0|11|1|12|30|688
15|500|0|0|10|2|12|30|689
30|500|0|0|4|1|5|30|689
15|500|0|0|3|2|5|30|690
30|500|0|0|11|1|12|30|690
15|500|0|0|9|2|11|30|691
30|500|0|0|5|1|6|30|691
15|500|0|0|9|2|11|30|692
30|500|0|0|5|1|6|30|692
15|500|0|0|5|2|7|30|693
30|500|0|0|9|1|10|30|693
15|500|0|0|5|2|7|30|694
30|500|0|0|9|1|10|30|694
15|500|0|0|9|2|11|30|695
30|500|0|0|5|1|6|30|695
15|500|0|0|6|2|8|30|696
30|500|0|0|8|1|9|30|696
15|500|0|0|8|2|10|30|697
30|500|0|0|6|1|7|30|697
15|500|0|0|5|2|7|30|698
30|500|0|0|9|1|10|30|698
15|500|0|0|5|2|7|30|699
30|500|0|0|9|1|10|30|699
15|500|0|0|6|2|8|30|700
30|500|0|0|8|1|9|30|700
15|500|0|0|8|2|10|30|701
30|500|0|0|6|1|7|30|701
15|500|0|0|10|2|12|30|702
30|500|0|0|4|1|5|30|702
15|500|0|0|6|2|8|30|703
30|500|0|0|8|1|9|30|703
15|500|0|0|6|2|8|30|704
30|500|0|0|8|1|9|30|704
15|500|0|0|11|2|13|30|705
30|500|0|0|3|1|4|30|705
15|500|0|0|7|2|9|30|706
30|500|0|0|7|1|8|30|706
15|500|0|0|6|2|8|30|707
30|500|0|0|8|1|9|30|707
15|500|0|0|9|2|11|30|708
30|500|0|0|5|1|6|30|708
15|500|0|0|4|2|6|30|709
30|500|0|0|10|1|11|30|709
15|500|0|0|8|2|10|30|710
30|500|0|0|6|1|7|30|710
15|500|0|0|8|2|10|30|711
30|500|0|0|6|1|7|30|711
15|500|0|0|11|2|13|30|712
30|500|0|0|3|1|4|30|712
15|500|0|0|9|2|11|30|713
30|500|0|0|5|1|6|30|713
15|500|0|0|7|2|9|30|714
30|500|0|0|7|1|8|30|714
15|500|0|0|8|2|10|30|715
30|500|0|0|6|1|7|30|715
15|500|0|0|7|2|9|30|716
30|500|0|0|7|1|8|30|716
15|500|0|0|4|2|6|30|717
30|500|0|0|10|1|11|30|717
15|500|0|0|5|2|7|30|718
30|500|0|0|9|1|10|30|718
15|500|0|0|3|2|5|30|719
30|500|0|0|11|1|12|30|719
15|500|0|0|9|2|11|30|720
30|500|0|0|5|1|6|30|720
15|500|0|0|6|2|8|30|721
30|500|0|0|8|1|9|30|721
15|500|0|0|7|2|9|30|722
30|500|0|0|7|1|8|30|722
15|500|0|0|4|2|6|30|723
30|500|0|0|10|1|11|30|723
15|500|0|0|7|2|9|30|724
30|500|0|0|7|1|8|30|724
15|500|0|0|9|2|11|30|725
30|500|0|0|5|1|6|30|725
15|500|0|0|9|2|11|30|726
30|500|0|0|5|1|6|30|726
15|500|0|0|7|2|9|30|727
30|500|0|0|7|1|8|30|727
15|500|0|0|10|2|12|30|728
30|500|0|0|4|1|5|30|728
15|500|0|0|7|2|9|30|729
30|500|0|0|7|1|8|30|729
15|500|0|0|6|2|8|30|730
30|500|0|0|8|1|9|30|730
15|500|0|0|9|2|11|30|731
30|500|0|0|5|1|6|30|731
15|500|0|0|8|2|10|30|732
30|500|0|0|6|1|7|30|732
15|500|0|0|3|2|5|30|733
30|500|0|0|11|1|12|30|733
15|500|0|0|6|2|8|30|734
30|500|0|0|8|1|9|30|734
15|500|0|0|8|2|10|30|735
30|500|0|0|6|1|7|30|735
15|500|0|0|9|2|11|30|736
30|500|0|0|5|1|6|30|736
15|500|0|0|6|2|8|30|737
30|500|0|0|8|1|9|30|737
15|500|0|0|6|2|8|30|738
30|500|0|0|8|1|9|30|738
15|500|0|0|6|2|8|30|739
30|500|0|0|8|1|9|30|739
15|500|0|0|4|2|6|30|740
30|500|0|0|10|1|11|30|740
15|500|0|0|5|2|7|30|741
30|500|0|0|9|1|10|30|741
15|500|0|0|8|2|10|30|742
30|500|0|0|6|1|7|30|742
15|500|0|0|4|2|6|30|743
30|500|0|0|10|1|11|30|743
15|500|0|0|10|2|12|30|744
30|500|0|0|4|1|5|30|744
15|500|0|0|5|2|7|30|745
30|500|0|0|9|1|10|30|745
15|500|0|0|8|2|10|30|746
30|500|0|0|6|1|7|30|746
15|500|0|0|7|2|9|30|747
30|500|0|0|7|1|8|30|747
15|500|0|0|7|2|9|30|748
30|500|0|0|7|1|8|30|748
15|500|0|0|3|2|5|30|749
30|500|0|0|11|1|12|30|749
15|500|0|0|8|2|10|30|750
30|500|0|0|6|1|7|30|750
15|500|0|0|4|2|6|30|751
30|500|0|0|5|1|6|30|751
15|500|0|0|5|2|7|30|752
30|500|0|0|9|1|10|30|752
15|500|0|0|9|2|11|30|753
30|500|0|0|5|1|6|30|753
15|500|0|0|10|2|12|30|754
30|500|0|0|4|1|5|30|754
15|500|0|0|5|2|7|30|755
30|500|0|0|9|1|10|30|755
15|500|0|0|7|2|9|30|756
30|500|0|0|7|1|8|30|756
15|500|0|0|4|2|6|30|757
30|500|0|0|10|1|11|30|757
15|500|0|0|7|2|9|30|758
30|500|0|0|7|1|8|30|758
15|500|0|0|8|2|10|30|759
30|500|0|0|6|1|7|30|759
15|500|0|0|5|2|7|30|760
30|500|0|0|9|1|10|30|760
15|500|0|0|11|2|13|30|761
30|500|0|0|3|1|4|30|761
15|500|0|0|3|2|5|30|762
30|500|0|0|11|1|12|30|762
15|500|0|0|9|2|11|30|763
30|500|0|0|5|1|6|30|763
15|500|0|0|7|2|9|30|764
30|500|0|0|7|1|8|30|764
15|500|0|0|5|2|7|30|765
30|500|0|0|9|1|10|30|765
15|500|0|0|5|2|7|30|766
30|500|0|0|9|1|10|30|766
15|500|0|0|6|2|8|30|767
30|500|0|0|8|1|9|30|767
15|500|0|0|9|2|11|30|768
30|500|0|0|5|1|6|30|768
15|500|0|0|5|2|7|30|769
30|500|0|0|9|1|10|30|769
15|500|0|0|10|2|12|30|770
30|500|0|0|4|1|5|30|770
15|500|0|0|7|2|9|30|771
30|500|0|0|7|1|8|30|771
15|500|0|0|8|2|10|30|772
30|500|0|0|6|1|7|30|772
15|500|0|0|5|2|7|30|773
30|500|0|0|9|1|10|30|773
15|500|0|0|8|2|10|30|774
30|500|0|0|6|1|7|30|774
15|500|0|0|8|2|10|30|775
